sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Cellulose Acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Cellulose Acetate";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"3";"not recommended";"10";"60 – 70";"<1";"saturated, weight gain";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Cellulose Acetate";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"3";"not recommended; softened, weight gain, surface attacked";"10";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Cellulose Acetate";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"3";"not recommended";"10";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Cellulose Acetate";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Cellulose Acetate";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";"10";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Cellulose Acetate";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Cellulose Acetate";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"3";"not recommended; discolored, weight gain";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Cellulose Acetate";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Cellulose Acetate";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; disintegrated";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Cellulose Acetate";"beer";"";"alcoholic beverage";"";"";"foods & beverages";"3";"not recommended; swollen; weight gain";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Cellulose Acetate";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"3";"not recommended; softened; swollen; weight gain";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Cellulose Acetate";"blood";"";"";"";"";"natural products";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Cellulose Acetate";"butadiene";"";"gas, liquid";"";"";"olefins";"1";"recommended; swollen";"100";"32 – 55";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Cellulose Acetate";"butadiene";"";"gas";"";"";"olefins";"3";"not recommended; >12 months, warped, weight loss";"100";"55 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Cellulose Acetate";"butadiene";"";"gas";"";"";"olefins";"3";"not recommended";"100";"70 – 80";"";"weight gain";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Cellulose Acetate";"butter";"";"";"";"";"foods & beverages";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Cellulose Acetate";"butyl acetate";"";"";"123-86-4";"C6H12O2";"esters";"3";"not recommended; discolored, weight gain";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Cellulose Acetate";"butyl alcohol";"1-butanol";"";"71-36-3";"C4H10O";"alcohols";"3";"not recommended; weight loss";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Cellulose Acetate";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended; weight gain >12 months";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Cellulose Acetate";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"40";"60 – 70";"[";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Cellulose Acetate";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended; weight gain ";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Cellulose Acetate";"calcium hypochlorite";"";"";"";"";"salts";"3";"not recommended; softened; weight gain";"6";"60 – 70";"<12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Cellulose Acetate";"calcium phosphate";"whitlockite";"";"7758-87-4";"Ca3O8P2";"salts";"2";"questionable";"100";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Cellulose Acetate";"calcium sulfate";"";"";"7778-18-9";"CaO4S";"salts";"1";"recommended";"100";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Cellulose Acetate";"carbon disulfide";"carbon bisulfide";"gas";"75-15-0";"CS2";"solvents";"1";"recommended";"100";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Cellulose Acetate";"carbon disulfide";"carbon bisulfide";"gas";"75-15-0";"CS2";"solvents";"3";"not recommended; ";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Cellulose Acetate";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; weight gain";"100";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Cellulose Acetate";"catsup";"";"";"";"";"foods & beverages";"1";"recommended; discolored";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Cellulose Acetate";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"3";"not recommended; weight gain in kerosene";"20";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Cellulose Acetate";"chlorine";"";"saturated";"7782-50-5";"Cl2";"";"3";"not recommended";"10";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Cellulose Acetate";"chlorine";"";"";"7782-50-5";"Cl2";"";"3";"not recommended; embrittled/weight gain 21°C (70°F)";"100";"60 – 70";"";"no water, wet";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Cellulose Acetate";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"3";"not recommended; disintegrated";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Cellulose Acetate";"chloroform";"trichloromethane";"medicine";"67-66-3";"CHCl3";"halogenated aliphatics";"3";"not recommended; disintegrated";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Cellulose Acetate";"chromic acid";"";"";"";"";"inorganic acids";"3";"not recommended";"6";"70 – 85";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Cellulose Acetate";"chromic acid";"";"";"";"";"inorganic acids";"3";"not recommended; softened, ";"6";"85 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Cellulose Acetate";"citric acid";"2-hydroxy-1,2,3-propanetricarboxylic acid";"";"77-92-9";"C6H8O7";"organic (weak) acids";"1";"recommended";"10";"70 – 90";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Cellulose Acetate";"citric acid";"2-hydroxy-1,2,3-propanetricarboxylic acid";"";"77-92-9";"C6H8O7";"organic (weak) acids";"3";"not recommended; disintegrated ";"10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Cellulose Acetate";"citric acid";"2-hydroxy-1,2,3-propanetricarboxylic acid";"";"77-92-9";"C6H8O7";"organic (weak) acids";"3";"not recommended; disintegrated ";"30";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Cellulose Acetate";"citronella";"";"";"";"";"essential oils";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Cellulose Acetate";"coffee";"";"nonalcoholic beverage";"";"";"foods & beverages";"3";"not recommended; discolored; weight gain";"10";"50 – 60";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
