sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Perfluoroalkoxy Resins";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"19";"Perfluoroalkoxy Resins";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"2";"questionable; steady state reached in one week exposure";"100";"150 – 175";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"20";"Perfluoroalkoxy Resins";"chlorine";"";"";"7782-50-5";"Cl2";"";"1";"recommended; weight gain; strength loss";"100";"70 – 250";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"21";"Perfluoroalkoxy Resins";"chlorosulfonic acid";"chlorosulfuric acid";"";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 275";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"22";"Perfluoroalkoxy Resins";"chlorosulfonic acid";"chlorosulfuric acid";"";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended";"100";"275 – 304";"";"boiling 151°C (304°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"23";"Perfluoroalkoxy Resins";"chromic acid";"";"";"";"";"inorganic acids";"1";"recommended; steady state reached in one week exposure";"50";"70 – 250";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Perfluoroalkoxy Resins";"cresol";"";"";"";"";"alcohols";"1";"recommended; steady state reached in one week exposure";"100";"32 – 350";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Perfluoroalkoxy Resins";"cresol";"";"";"";"";"alcohols";"1";"recommended; weight gain, strength loss";"100";"350 – 376";"";"boiling point 191°C (376°F)";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Perfluoroalkoxy Resins";"cyclohexanone";"pimelic ketone";"";"108-94-1";"C6H10O";"ketones";"1";"recommended; steady state reached in one week exposure";"100";"32 – 285";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"27";"Perfluoroalkoxy Resins";"cyclohexanone";"pimelic ketone";"";"108-94-1";"C6H10O";"ketones";"1";"recommended; weight gain, strength loss";"100";"285 – 313";"";"boiling point 156°C (313°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"28";"Perfluoroalkoxy Resins";"dimethyl formamide";"";"";"";"";"amides";"1";"recommended";"100";"70 – 280";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"29";"Perfluoroalkoxy Resins";"dimethyl formamide";"";"";"";"";"amides";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"280 – 309";"<1";"boiling point 154°C (309°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"30";"Perfluoroalkoxy Resins";"dimethyl phthalate";"";"";"131-11-3";"C10H10O4";"esters";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"70 – 392";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Perfluoroalkoxy Resins";"dimethyl sulfoxide";"dmso";"";"67-68-5";"C2H6OS";"solvents";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"70 – 374";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Perfluoroalkoxy Resins";"dioxane";"";"";"";"";"ethers";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 212";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"33";"Perfluoroalkoxy Resins";"ethylenediamine";"1,2-ethanediamine";"";"107-15-3";"C2H8N2";"amines";"1";"recommended; strength loss; steady state reached in one week exposure";"100";"32 – 250";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Perfluoroalkoxy Resins";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended; strength loss; steady state reached in one week exposure";"20";"70 – 212";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"35";"Perfluoroalkoxy Resins";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended; steady state reached in one week exposure";"60";"70 – 250";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"36";"Perfluoroalkoxy Resins";"hydrofluoric acid";"hydrogen fluoride";"";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"60";"60 – 70";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"37";"Perfluoroalkoxy Resins";"hydrogen peroxide";"";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended; strength loss";"30";"60 – 70";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"38";"Perfluoroalkoxy Resins";"isooctane";"2,2,4-trimethylpentane";"";"540-84-1";"C8H18";"hydrocarbons";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 190";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"39";"Perfluoroalkoxy Resins";"isooctane";"2,2,4-trimethylpentane";"";"540-84-1";"C8H18";"hydrocarbons";"1";"recommended";"100";"190 – 212";"";"boiling point";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"40";"Perfluoroalkoxy Resins";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 175";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"41";"Perfluoroalkoxy Resins";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended; weight gain; strength loss";"100";"32 – 85";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Perfluoroalkoxy Resins";"methylene chloride";"dichloromethane";"";"1975-09-02";"CH2Cl2";"solvents";"1";"recommended";"100";"85 – 100";"";"boiling point 40°C (104°F)";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Perfluoroalkoxy Resins";"mineral oil";"";"petroleum product";"";"";"petroleum products";"1";"recommended; steady state reached in one week exposure";"100";"70 – 200";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Perfluoroalkoxy Resins";"mineral oil";"";"petroleum product";"";"";"petroleum products";"2";"questionable";"100";"200 – 330";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Perfluoroalkoxy Resins";"mineral oil";"";"petroleum product";"";"";"petroleum products";"2";"questionable; strength loss, 180°C (356°F)";"100";"330 – 356";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Perfluoroalkoxy Resins";"naphtha";"";"";"";"";"petroleum products";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Perfluoroalkoxy Resins";"nitric acid";"";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended; steady state reached in one week exposure";"70";"70 – 250";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"48";"Perfluoroalkoxy Resins";"nitric acid";"";"fuming";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"100";"60 – 70";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"49";"Perfluoroalkoxy Resins";"nitrobenzene";"";"";"98-95-3";"C6H5NO2";"aromatics";"1";"recommended; steady state reached in one week exposure";"100";"32 – 395";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"50";"Perfluoroalkoxy Resins";"nitrobenzene";"";"";"98-95-3";"C6H5NO2";"aromatics";"1";"recommended; weight gain, strength loss";"100";"395 – 410";"";"boiling point 210°C (410°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
