sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Water";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"72";"Styrene Acrylonitrile Copolymer (SAN)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"73";"Vinyl Ester Resins";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";">10";"50 – 150";">12";"";"7";"";"";"";"";"";"";"";"";"";"";""
"74";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"water";"potable";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"75";"Acetal Resins (Polyoxymethylene)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"76";"Acetal Resins (Polyoxymethylene)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"77";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"78";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"130";"";"desalination, 2.75 normal";"16";"";"";"";"";"";"";"";"";"";"";""
"79";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"185";"<6";"also desalination, 1.75 normal";"16";"";"";"";"";"";"";"";"";"";"";""
"80";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"2";"questionable";"100";"265";"";"desalination, pH 7.5, normal concentration";"16";"";"";"";"";"";"";"";"";"";"";""
"81";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"90";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"82";"Chlorinated Polyvinyl Chloride (CPVC)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 180";"";"";"1, 4";"";"";"";"";"";"";"";"";"";"";""
"83";"Chlorinated Polyvinyl Chloride (CPVC)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended";"100";"180 – 212";"";"";"1, 4";"";"";"";"";"";"";"";"";"";"";""
"84";"Chlorosulfonated Polyethylene";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"85";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; over 3 years";">10";"75 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"86";"Epoxy Resin, Glass Fiber- Reinforced";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"87";"Fluororubber";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"88";"Glass, Chemical";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; >12 months; immersed; weight loss; surface compression strengthened; stressed or unstressed; strength increased; ocean exposure 1 year, no effect";"100";"50 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"89";"Glass, Chemical";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"90";"Polychloroprene";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"91";"Polyesters, Glass Fiber-Reinforced";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"10";"125 – 150";"";"2.75 x normal concentration";"1";"";"";"";"";"";"";"";"";"";"";""
"92";"Polyesters, Glass Fiber-Reinforced";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"2";"questionable";"10";"175 – 250";"";"1.75 x normal concentration";"1";"";"";"";"";"";"";"";"";"";"";""
"93";"Polyethylene (PE)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"94";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"95";"Polypropylene (PP)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"96";"Polyvinyl Chloride (PVC)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"97";"Polyvinylidene Fluoride (PVDF)";"Kynar";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 285";">12";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"98";"Rubber, Butyl (BR)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"99";"Rubber, Natural (NR)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"100";"Rubber, Natural (NR)";"";"water";"seawater";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
