sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Methyl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"80";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"14";"Chlorinated Polyvinyl Chloride (CPVC)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 73";"";"";"1, 4";"";"";"";"";"";"";"";"";"";""
"15";"Chlorinated Polyvinyl Chloride (CPVC)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended";"100";"73 – 180";"";"";"1, 4";"";"";"";"";"";"";"";"";"";""
"16";"Chlorosulfonated Polyethylene";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Concrete";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended; over 3 years";">10";"50 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"2";"questionable";">10";"150 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Resin, Glass Fiber- Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"10 – 80";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"21";"Epoxy Resin, Glass Fiber- Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"120";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"22";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended; wets";"100";"60 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"23";"Fluororubber";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended; swollen";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Fluororubber";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended; weight gain ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"95";"70 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Glass, Chemical";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Glassed Steel";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Nylon";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended; weight gain >12 months";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Nylon";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended; weight gain ";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Phenolic Resins, Asbestos-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Phenolic Resins, Asbestos-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Phenolic Resins, Asbestos-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"2";"questionable";"100";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Phenolic Resins, Non-asbestos";"";"methyl alcohol";"methanol";"vapor, liquid";"67-56-1";"CH4O";"alcohols";"1";"recommended";"70";"156 – 167";"";"467 days, slight weight/volume change";"3";"";"";"";"";"";"";"";"";"";""
"35";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended";"100";"140";"";"180 days, swelling, significant weight/volume change";"3";"";"";"";"";"";"";"";"";"";""
"36";"Polychloroprene";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 100";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Polychloroprene";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"2";"questionable";"100";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Polyesters, Glass Fiber-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"40";"70 – 90";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polyesters, Glass Fiber-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Polyesters, Glass Fiber-Reinforced";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";">90";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Polyethylene (PE)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 150";"<1";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"42";"Polymethyl Methacrylate (PMMA)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended; weight gain >12 months";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"43";"Polymethyl Methacrylate (PMMA)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"3";"not recommended; may dissolve ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"0 – 140";"<6";"";"11";"";"";"";"";"";"";"";"";"";""
"45";"Polypropylene (PP)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"60 – 212";"<1";"permeable";"1";"";"";"";"";"";"";"";"";"";""
"46";"Polyvinyl Chloride (PVC)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"47";"Polyvinyl Chloride (PVC)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended; weight gain ";"100";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"48";"Polyvinylidene Fluoride (PVDF)";"Kynar";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"49";"Rubber, Butyl (BR)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"50";"Rubber, Natural (NR)";"";"methyl alcohol";"methanol";"";"67-56-1";"CH4O";"alcohols";"1";"recommended";"100";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
