sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Perchloroethylene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"22";"Perfluoroalkoxy Resins";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";"100";"225 – 250";"";"boiling point";"1, 22";"";"";"";"";"";"";"";"";"";""
"23";"Phenolic Resins, Asbestos-Reinforced";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Phenolic Resins, Asbestos-Reinforced";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polychloroprene";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended; swollen >12 months";"100";"70 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polychloroprene";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended; swollen ";"100";"195 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polyesters, Glass Fiber-Reinforced";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";">10";"50 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Polyesters, Glass Fiber-Reinforced";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"2";"questionable";"100";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Polyethylene (PE)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended; weight gain";"100";"70 – 150";"<1";"low to moderate plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";""
"30";"Polymethyl Methacrylate (PMMA)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended; questionable ";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Polymethyl Methacrylate (PMMA)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended; softened ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"33";"Polypropylene (PP)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended; weight gain";"100";"70 – 80";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Polypropylene (PP)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"2";"questionable";"100";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Polypropylene (PP)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended";"100";"125 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Polyvinyl Chloride (PVC)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended; weight gain ";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Polyvinylidene Fluoride (PVDF)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Butyl (BR)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Rubber, Natural (NR)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended; swollen >12 months; ";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Styrene Acrylonitrile Copolymer (SAN)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Styrene Acrylonitrile Copolymer (SAN)";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"3";"not recommended";"100";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"42";"Vinyl Ester Resins";"";"perchloroethylene";"tetrachloroethene";"";"127-18-4";"C2Cl4";"halogenated aliphatics";"1";"recommended";">10";"50 – 120";"";"";"7";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
