sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Trichloroethylene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"11";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"70 – 90";"";"cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";""
"12";"Fluororubber";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"70 – 90";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Nylon";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Phenolic Resins, Asbestos-Reinforced";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Phenolic Resins, Asbestos-Reinforced";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"trichloroethylene";"trichloroethene";"liquid";"1979-01-06";"C2HCl3";"solvents";"1";"recommended; slight weight/volume change";"100";"189";"";"90 days";"3";"";"";"";"";"";"";"";"";"";""
"19";"Polychloroprene";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Polyesters, Glass Fiber-Reinforced";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended; recommended ";">10";"50 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Polyethylene (PE)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended";"100";"70 – 150";"";"plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";""
"22";"Polymethyl Methacrylate (PMMA)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended";"any";"0 – 250";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"24";"Polypropylene (PP)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"2";"questionable";"100";"60 – 125";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polypropylene (PP)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended";"100";"125 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polyvinyl Chloride (PVC)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinylidene Fluoride (PVDF)";"Kynar";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"1";"recommended";"100";"70 – 285";">12";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"29";"Rubber, Butyl (BR)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Rubber, Natural (NR)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Styrene Acrylonitrile Copolymer (SAN)";"";"trichloroethylene";"trichloroethene";"";"1979-01-06";"C2HCl3";"solvents";"3";"not recommended; may dissolve";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
