sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Nitric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"138";"Polyphenylene Sulfide (40% Glass-Filled)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";">10";"0 – 140";"";"";"11";"";"";"";"";"";"";"";"";"";"";""
"139";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"10";"200";"<6";"";"18";"";"";"";"";"";"";"";"";"";"";""
"140";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"141";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"30";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"142";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"50";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"143";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"50 – 60";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"144";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"50 – 60";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"145";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"50 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"146";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; disintegrated, also at 70%, ~66°C (150°F)";"60";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"147";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"70";"60 – 70";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";"";""
"148";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"100";"60 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"149";"Polypropylene (PP)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; disintegrated";"100";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"150";"Polysulfone";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"10 – 20";"125 – 175";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
